"edf","F","p-value","term"
6.8670427381412,36.0043654416125,0,"s(soi_anomaly)"
8.90498895581888,66.8027390573437,0,"s(year)"
8.17687146347307,161.332827574062,0,"s(month)"
1.21771492155486,0.732778756144832,0.344466003417814,"ti(soi_anomaly):shelfI"
1.00072424180028,1.33135235337184,0.24865848360913,"ti(soi_anomaly):shelfM"
1.00040880404242,1.34892540478886,0.24552061816406,"ti(soi_anomaly):shelfO"
15.6754547274645,121.842361306813,0,"ti(soi_anomaly,year)"
76.3929069199872,36.6692905309144,0,"ti(soi_anomaly,month)"
