"edf","F","p-value","term"
6.96590710402552,23.3204153309023,0,"s(soi_anomaly)"
8.95680040562941,120.095899765465,0,"s(year)"
9.5981993282397,263.823850367724,0,"s(month)"
1.0017073808774,2.56125235765294,0.109446304401747,"ti(soi_anomaly):shelfI"
1.00212613856632,2.35320116982839,0.12454395608645,"ti(soi_anomaly):shelfM"
3.56055748660304,16.3853876144438,0,"ti(soi_anomaly):shelfO"
14.4813833367008,19.8444030315459,0,"ti(soi_anomaly,year)"
60.9497193999047,14.0573591839908,0,"ti(soi_anomaly,month)"
