"edf","F","p-value","term"
7.41858016339824,113.081918982271,0,"s(soi_anomaly)"
8.98542783001613,405.180283533189,0,"s(year)"
9.77501804063795,139.813471483982,0,"s(month)"
2.81006088148114,5.80578582044153,0.000379519452651078,"ti(soi_anomaly):shelfI"
1.00002531945791,11.4917053949898,0.000699481312987749,"ti(soi_anomaly):shelfM"
1.14746069828083,8.40874904801681,0.0015450204819028,"ti(soi_anomaly):shelfO"
15.7801683649313,66.5861823782516,0,"ti(soi_anomaly,year)"
89.3287562855548,122.515156324367,0,"ti(soi_anomaly,month)"
